"gloss","target_child_name","part_of_speech","target_child_sex"
"that's sort of a light blue green",NA,"pro:dem n prep det:art n adj n","female"
"did she go to Daddy's office to play with legos there",NA,"mod pro:sub v prep adj n inf v prep n adv","female"
"okay well why don't we get ready to go",NA,"co co pro:int mod pro:sub v adj inf v","female"
"the shaky egg is going up there too",NA,"det:art adj n aux part prep n adv","female"
"yummy",NA,"adj","female"
"I'm sorry but there aren't any",NA,"pro:sub adj conj adv aux qn","female"
"hey there's a blue crayon on the floor there",NA,"co pro:exist det:art adj n prep det:art n adv","female"
"oh are you taking the nice folded pajamas and fooling around with them that I folded already",NA,"co aux pro:per part det:art adj part n coord part adv prep pro:obj pro:rel pro:sub v adv","female"
"butterfly is dark blue",NA,"cop adj n","female"
"that is that's glass looks like a glass of milk of cow's milk doesn't it",NA,"pro:dem cop pro:rel n v prep det:art n prep n prep adj n mod pro:per","female"
"I think that's a glass of cow's milk",NA,"pro:sub v pro:dem det:art n prep adj n","female"
"those are your new pajamas",NA,"pro:dem cop det:poss adj n","female"
"I'm gonna put all the pajamas here where the diapers are okay",NA,"pro:sub part part qn det:art n adv pro:rel det:art n cop adj","female"
"actually there is a little bit that's done",NA,"adv adv cop det:art adj n pro:rel part","female"
"but gorillas know how to do that alright",NA,"conj n v pro:int inf v det:dem adj","female"
"can you give those clean pajamas to Mommy please",NA,"mod pro:per v det:dem adj n prep n:prop co","female"
"no it's in this bathroom sorry",NA,"co pro:per prep det:dem adj","female"
"there's some french+toast right there it's going to be warm",NA,"pro:exist qn adv adv pro:per part inf cop adj","female"
"I drew your foot that was fun",NA,"pro:sub v det:poss n pro:rel cop adj","female"
"Naima's bucket is in the house now",NA,"adj n cop prep det:art n adv","female"
"little bit",NA,"adj n","female"
"oh I think we need to whoa we need to go start the laundry machine up again so that the diapers will get more dry xxx wanna help me",NA,"co pro:sub v pro:sub mod inf co pro:sub v inf v v det:art n n adv adv conj comp det:art n mod v adv adj v v pro:obj","female"
"there's green marks on it",NA,"pro:exist adj n prep pro:per","female"
"oh okay",NA,"co adj","female"
"hm hm hm yeah true",NA,"co co co co adj","female"
"how is the french+toast is it good",NA,"pro:int cop det:art cop pro:per adj","female"
"yes it's very hard um",NA,"co pro:per adv adj","female"
"well green marks",NA,"co adj n","female"
"it looked good",NA,"pro:per cop adj","female"
"hey is your tongue still blue like it was earlier",NA,"co cop det:poss n adv n prep pro:per cop adj","female"
"oh okay if you say so",NA,"co adj conj pro:per v co","female"
"one o'clock at the earliest",NA,"det:num n prep det:art adj","female"
"Mommy's gonna cut some more for Naima to eat",NA,"adj part n qn qn prep n:prop inf v","female"
"it is it's still blue",NA,"pro:per cop pro:per adv adj","female"
"blue for blueberries",NA,"adj prep n","female"
"what have I done wrong here",NA,"pro:int v pro:sub part adj adv","female"
"you want a little apple butter on it",NA,"pro:per v det:art adj n n prep pro:per","female"
"okay I think I'll go put this in Naima's room",NA,"co pro:sub v pro:sub v v pro:dem prep adj n","female"
"maybe we'll resume this a little later",NA,"adv pro:sub v det:dem det:art adj adv","female"
"that's not okay",NA,"pro:dem neg adj","female"
"yeah it sure is",NA,"co pro:per adj cop","female"
"yeah thirty five minutes okay",NA,"co det:num det:num n adj","female"
"they're already orange",NA,"pro:sub adv adj","female"
"let's see see there's nothing in the washing machine but the diapers need to go around again because they're not really dry yet",NA,"v v v pro:exist pro:indef prep det:art n:gerund n conj det:art n v inf v adv adv conj pro:sub neg adv adj adv","female"
"although the covers are dry",NA,"conj det:art n cop adj","female"
"oh yeah so that's alright don't worry about it",NA,"co co conj pro:dem adj mod v prep pro:per","female"
"they're already orange",NA,"pro:sub adv adj","female"
"yeah yeah that's fine",NA,"co co pro:dem adj","female"
"is Mommy's tongue blue",NA,"cop adj n adj","female"
"those are dry",NA,"pro:dem cop adj","female"
"it's okay",NA,"pro:per adj","female"
"yeah we stayed out of the guys way didn't we we stayed out of the guy's way when we moved all of our stuff",NA,"co pro:sub v prep prep det:art n adv mod pro:sub pro:sub part prep prep det:art adj n conj pro:sub v pro:indef prep det:poss n","female"
"oh yes the oranges in that book are falling out of mother cat's cart",NA,"co co det:art n prep det:dem n aux part adv prep n adj n","female"
"maybe my tongue is blue",NA,"adv det:poss n cop adj","female"
"it's not a big deal it's nothing urgent",NA,"pro:per neg det:art adj n pro:per pro:indef adj","female"
"that's okay",NA,"pro:dem adj","female"
"uhoh falling out from mother cat's cart",NA,"co part adv prep n adj n","female"
"oh that's Mommy's oh pills",NA,"co pro:dem adj co n","female"
"um paper towels are there's a little switch right there",NA,"n n cop pro:exist det:art adj n adv adv","female"
"that's that's Mommy's special pills to make my back feel better",NA,"pro:dem pro:rel adj n n inf v det:poss n v adj","female"
"I can't stand how dark it is",NA,"pro:sub mod v pro:int adj pro:per cop","female"
"wiggle wiggle wiggle okay",NA,"n n n adj","female"
"all those kids are driving that little truck",NA,"qn det:dem n cop n:gerund det:dem adj n","female"
"let's put a little almond butter on it for you",NA,"v v det:art adj n n prep pro:per prep pro:per","female"
"mm french toast with almond butter and apple butter",NA,"co adj n prep n n coord n n","female"
"is that funny",NA,"cop det:dem adj","female"
"it's quite warm",NA,"pro:per adv adj","female"
"Daddy's getting his french toast",NA,"n:prop part det:poss adj n","female"
"oh bye bye sand is in that little book",NA,"co co co n cop prep det:dem adj n","female"
"I'm gonna go look for the other frog in my pants pocket I'll be right back",NA,"pro:sub part v v prep det:art qn n prep det:poss v n pro:sub cop adj n","female"
"can I put this little suit on you please",NA,"mod pro:sub v det:dem adj n prep pro:per co","female"
"looking for more hair elastics in my dirty cloths",NA,"part prep qn n n prep det:poss adj n","female"
"and there's little stuff here we can take this down right now",NA,"coord pro:exist adj n adv pro:sub mod v det:dem n adv adv","female"
"London Bridge is falling down my fair lady",NA,"n:prop n:prop aux part adv det:poss adj n","female"
"that is Bob Korn why do we have an old picture of him okay",NA,"pro:rel cop n:prop n:prop pro:rel mod pro:sub v det:art adj n prep pro:obj co","female"
"it looks like a little pretend kitchen",NA,"pro:per v prep det:art adj adj n","female"
"we need to get ready to go soon",NA,"pro:sub v inf v adj inf v adv","female"
"oh this really is okay",NA,"co pro:dem adv aux adj","female"
"just leave it right there it's okay",NA,"adv v pro:per adv adv pro:per adj","female"
"you need a clean diaper and clean",NA,"pro:per v det:art adj n coord v","female"
"Luna doggy",NA,"n:prop adj","female"
"we did see Luna doggy the other day",NA,"pro:sub v v n:prop adj det:art qn n","female"
"little helper's complete kitchen",NA,"adj adj adj n","female"
"uh actually I'm not sure if this is",NA,"adv pro:sub neg adj conj pro:dem cop","female"
"wooh you're a heavy girl now",NA,"pro:per det:art adj n adv","female"
"to Luna's house",NA,"prep adj n","female"
"I lost my watch and broke my chain my fair lady",NA,"pro:sub v det:poss n coord v det:poss n det:poss adj n","female"
"now we've got a lot of little stuff here and there",NA,"adv pro:sub part det:art n prep adj n adv coord adv","female"
"this should be ready very shortly",NA,"pro:dem mod cop adj adv adv","female"
"he's Will's puppy",NA,"pro:sub adj n","female"
"let's get a clean piece of paper",NA,"v v det:art adj n prep n","female"
"you wanna get a new piece of paper",NA,"pro:per v v det:art adj n prep n","female"
"I hafta get the ball okay",NA,"pro:sub mod v det:art n adj","female"
"yeah to the left",NA,"co prep det:art adj","female"
"I think we should probably get something to clean that up with don't you think",NA,"pro:sub v pro:sub mod adv v pro:indef prep adj adv adv prep mod pro:per v","female"
"yeah we're getting ready to go to the library",NA,"co pro:sub part adj inf v prep det:art n","female"
"xxx my fair lady",NA,"det:poss adj n","female"
"not sure the heating system is xxx",NA,"neg adj det:art n:gerund n cop","female"
"let me just get a little bit of soupy water",NA,"v pro:obj adv v det:art adj n prep adj n","female"
"actually I think it's in Mommy and Daddy's room but let's see what else is here what other animals are here",NA,"adv pro:sub v pro:per prep n:prop coord adj n conj v v pro:int post aux adv pro:int qn n cop adv","female"
"this is a test to make sure everything's working I have my mic on but Naima's in the other room",NA,"pro:dem cop det:art n inf v adj pro:indef part pro:sub v det:poss n adv conj n:prop prep det:art qn n","female"
"you are the king of wild things",NA,"pro:per cop det:art n prep adj n","female"
"oh you're right I actually",NA,"co pro:per adj pro:sub adv","female"
"you are so wild",NA,"pro:per cop adv adj","female"
"remember we saw the chalk board at the children's museum and we learned about erasing things",NA,"v pro:sub v det:art n n prep det:art adj n coord pro:sub v adv part n","female"
"let's leave those there okay",NA,"v pro:obj v det:dem adv adj","female"
"two fisted join",NA,"det:num adj v","female"
"you panning for gold",NA,"pro:per part prep adj","female"
"can I use the brown one",NA,"mod pro:sub v det:art adj pro:indef","female"
"can I use the brown one to draw Ashay Ashay",NA,"mod pro:sub v det:art adj det:num inf v n:prop n:prop","female"
"well actually it's a porcupine but it looks a little bit like a raccoon",NA,"co adv pro:per det:art n conj pro:per v det:art adj n prep det:art n","female"
"xxx that too warm",NA,"pro:dem adv adj","female"
"and they drink something very delicious what do they drink",NA,"coord pro:sub v pro:indef adv adj pro:int mod pro:sub v","female"
"are you the king of wild things",NA,"cop pro:per det:art n prep adj n","female"
"it's a little bit warm",NA,"pro:per det:art adj n adj","female"
"oh was it washed somebody might've washed that you're right",NA,"co cop pro:per part pro:indef mod v comp pro:per adj","female"
"porcupines live in forests porcupine",NA,"n adj adv n n","female"
"really not I'm really not sure",NA,"adv neg pro:sub adv neg adj","female"
"devasion song I'm really not sure what that's",NA,"chi n pro:sub adv neg adj pro:int pro:rel","female"
"uh we're gonna leave this one just for a little while longer",NA,"pro:sub part v det:dem pro:indef adj prep det:art adj n adj","female"
"uppa okay",NA,"adv adj","female"
"that's a wolf I'm sorry wolf",NA,"pro:dem det:art n pro:sub adj n","female"
"Naima it's just",NA,"n:prop pro:per adj","female"
"which is no easy feat",NA,"pro:rel cop qn adj n","female"
"now we should go back to Mommy and Daddy's room because I have some clothes to hang up",NA,"adv pro:sub mod v adv prep n:prop coord adj n conj pro:sub v qn n:pt inf v adv","female"
"see the chick on the Daddy's back",NA,"v det:art n prep det:art adj n","female"
"okay Mommy's gonna carry these things down the stairs",NA,"co adj part v det:dem n prep det:art n","female"
"let's go to Mommy and Daddy's room now",NA,"v pro:obj v prep n:prop coord adj n adv","female"
"so that now there's a brown square",NA,"adv pro:dem adv pro:exist det:art adj n","female"
"mm hm Naima's drawing shapes too",NA,"co co adj n v adv","female"
"some warm pasta",NA,"qn adj n","female"
"that's the musketeer alright",NA,"pro:dem det:art n adj","female"
"boxes little boxes",NA,"n adj n","female"
"they are made out of ticky+tacky and they all look just the same",NA,"pro:sub aux part adv prep coord pro:sub post v adv det:art adj","female"
"it's a red triangle",NA,"pro:per det:art adj n","female"
"and the Daddy loon is swimming and the baby's so little",NA,"coord det:art n:prop n aux part coord det:art n adv adj","female"
"this is the room we used to make copies in these are too heavy",NA,"pro:dem cop det:art n pro:sub v inf v n prep pro:dem cop adv adj","female"
"are you getting sleepy",NA,"cop pro:per part adj","female"
"it's so windy out can you hear that wind",NA,"pro:per adv adj adv mod pro:per v pro:dem v","female"
"want some help okay",NA,"v qn n adj","female"
"let's move the garbage out of his way look he has a special light bulb down there set up for himself",NA,"v v det:art n adv prep det:poss adv v pro:sub v det:art adj n n prep n part adv prep pro:refl","female"
"it is so windy",NA,"pro:per cop adv adj","female"
"and it's very very cute",NA,"coord pro:per adv adv adj","female"
"special light bulb",NA,"adj n n","female"
"it is very cute",NA,"pro:per cop adv adj","female"
"that puzzle's easy for you now",NA,"det:dem n cop adj prep pro:per adv","female"
"Naima are you hungry",NA,"n:prop aux pro:per adj","female"
"you have a naked foot there",NA,"pro:per v det:art adj n adv","female"
"red block",NA,"adj n","female"
"hot",NA,"adj","female"
"this is Mommy and Daddy's coffee",NA,"pro:dem cop n:prop coord adj n","female"
"it is naked",NA,"pro:per cop adj","female"
"xxx crayons don't taste very good",NA,"n mod v adv adj","female"
"which Mommy's gonna take care of right now",NA,"pro:rel adj part v n prep adv adv","female"
"so now we have a red yes we draw them we have a red circle we have a red triangle a brown square are there more crayons",NA,"adv adv pro:sub v det:art n co pro:sub v pro:obj pro:sub v det:art n n pro:sub v det:art adj n det:art adj n cop adv qn n","female"
"boy that dryer is very loud",NA,"n adv n cop adv adj","female"
"the old coffee",NA,"det:art adj n","female"
"where the nuts go",NA,"pro:int det:art adj v","female"
"more french toast Numma Numma",NA,"adv adj n n:prop n:prop","female"
"a naked lizard",NA,"det:art adj n","female"
"I think we should get you a naked lizard like we saw at the store so you can paint that",NA,"pro:sub v pro:sub mod v pro:per det:art adj n conj pro:sub v prep det:art n co pro:per mod v pro:dem","female"
"nuts",NA,"adj","female"
"I'm getting you some french toast Miss Boobaloo",NA,"pro:sub part pro:per qn adj n n:prop n:prop","female"
"on top there's a little girl what does she have a bucket",NA,"prep n pro:exist det:art adj n pro:int v pro:sub v det:art n","female"
"here's the odd person",NA,"pro:exist det:art adj n","female"
"yankee doodle went to town",NA,"adj n v prep n","female"
"that's looks like a square but it's actually a diamond",NA,"pro:dem v conj det:art adj conj pro:per adv det:art n","female"
"are you hungry you had",NA,"cop pro:per adj pro:per v","female"
"I lost my watch and broke my chain my fair lady",NA,"pro:sub v det:poss n coord v det:poss n det:poss adj n","female"
"Mama's having french toast too",NA,"n:prop part adj n adv","female"
"what's that little girl doing",NA,"pro:int det:dem adj n part","female"
"good",NA,"adj","female"
"oh lucky baby let's have apples and blueberries",NA,"co adj n v v n coord n","female"
"we're gonna get ready to go now",NA,"pro:sub part v adj inf v adv","female"
"that's the last piece",NA,"pro:dem det:art adj n","female"
"okay good bye bye",NA,"co adj co co","female"
"mm want some yogurt and cookies and raisins Daddy left this out oh it's finished we hafta put it in the garbage",NA,"co v qn n coord n coord n n:prop adj det:dem prep co pro:per part pro:sub mod v pro:per prep det:art n","female"
"not bad we're just starting supper so you can have supper",NA,"neg adj pro:sub adv part n conj pro:per mod v n","female"
"finish yer french+toast looks yummy",NA,"v det:poss v adj","female"
"just put it right there that'll be fine",NA,"adv v pro:per adv adv adv mod cop adj","female"
"lost my watch and broke my chain broke my chain broke my chain I lost my watch and broke my chain my fair lady",NA,"v det:poss n coord v det:poss n v det:poss n v det:poss n pro:sub v det:poss n coord v det:poss n det:poss adj n","female"
"those are nice tunnels",NA,"pro:dem cop adj n","female"
"it's hard to",NA,"pro:per adj inf","female"
"and we found a yellow shovel in the laundry the other day right",NA,"coord pro:sub v det:art adj n prep det:art n det:art qn n adj","female"
"this is later the same day the twenty ninth",NA,"pro:dem cop adv det:art adj n det:art det:num adj","female"
"is that the doll's doll you have there",NA,"cop comp det:art adj n pro:per v adv","female"
"oh he's slippery",NA,"co pro:sub adj","female"
"my fair lady",NA,"det:poss adj n","female"
"hm some toys are slippery and is hard to hold on to them when they are slippery",NA,"co qn n cop adj coord cop adv prep n adv prep pro:obj conj pro:sub cop adj","female"
"that's true",NA,"pro:dem adj","female"
"is that yummy french toast",NA,"cop det:dem adj adj n","female"
"lemme see how hot this is",NA,"v pro:obj v pro:int adj pro:dem cop","female"
"it's warm it's not too hot",NA,"pro:per adj pro:per neg adv adj","female"
"fat cat I've been awake all night",NA,"adj n pro:sub cop adj qn n","female"
"um but I'm not sure where to put it I don't know where you bumped yourself exactly",NA,"conj pro:sub neg adj pro:int inf v pro:per pro:sub mod v pro:int pro:per v pro:refl adv","female"
"on goes Ted's light",NA,"adv v adj n","female"
"yes great grandma",NA,"co adj n","female"
"okay let's see mm this is plain yogurty yogurt",NA,"co v v co pro:dem cop adv adj n","female"
"let's go to big pig's Ted says",NA,"v v prep adj adj n:prop v","female"
"want a little bit",NA,"v det:art adj n","female"
"I think is probably time to put on a clean diaper",NA,"pro:sub v aux adv v inf v prep det:art adj n","female"
"isn't that great",NA,"cop det:dem adj","female"
"you saw a cardinal bird",NA,"pro:per v det:art adj n","female"
"see this could make you feel better",NA,"v det:dem mod v pro:per v adj","female"
"yeah sometimes toys are slippery",NA,"co adv n cop adj","female"
"come sit on Mommy's lap for a second",NA,"v v prep adj n prep det:art n","female"
"mm oh it's oh it's so difficult to open ouch difficult",NA,"co co pro:per co pro:per adv adj inf v n adj","female"
"that's very old fashioned of you",NA,"pro:dem adv adj part prep pro:per","female"
"no you eat that okay",NA,"co pro:per v adv adj","female"
"hm interesting isn't it",NA,"co adj cop pro:per","female"
"it's okay let's do it together you wanna help me",NA,"pro:per adj v mod pro:per adv pro:per v v pro:obj","female"
"we skipped the first part of that book didn't we",NA,"pro:sub v det:art adj n prep det:dem n mod pro:sub","female"
"we should be back from the old house then",NA,"pro:sub mod cop adv prep det:art adj n adv:tem","female"
"wait here's the first page",NA,"v pro:exist det:art adj n","female"
"Gus cattie is a nice kitty+cattie",NA,"n:prop n cop det:art adj","female"
"is that a good combination yogurt and apple blueberry sauce",NA,"cop comp det:art adj n n coord n n n","female"
"Pup barks it's late it's dark but they go for a walk",NA,"n:prop v pro:per adj pro:per adj conj pro:sub v prep det:art n","female"
"mm mm yummy",NA,"co co adj","female"
"good enough for tonight at least",NA,"adj adv prep adv:tem prep n","female"
"they kind of upside down the nuts are kind of hard to do let's put it put your finger on we'll do it together",NA,"pro:sub n prep adv prep det:art n cop n prep adj inf v v v pro:per v det:poss n prep pro:sub v pro:per adv","female"
"you just wanna do more drawing are you putting those away okay",NA,"pro:per adv v v qn n aux pro:per part pro:dem adv adj","female"
"I was saying I wonder if this fits you I didn't know if the red suit that you're wearing fits you",NA,"pro:sub aux part pro:sub v comp det:dem n pro:per pro:sub mod v comp det:art adj n pro:rel pro:per n:gerund n pro:per","female"
"something's stuck",NA,"adj v","female"
"it fits you but you know your legs are so long that the pants part of the suit is short on you",NA,"pro:per v pro:per conj pro:per v det:poss n cop adv adj comp det:art v n prep det:art n cop adj prep pro:per","female"
"xxx xxx uses the vacuum cleaner",NA,"v det:art n adj","female"
"well most of the alphabet blocks are in Naima's bedroom",NA,"co qn prep det:art n n cop prep adj","female"
"on goes Ted's light",NA,"adv v adj n","female"
"I'm sorry you're feeling frustrated",NA,"pro:sub adj pro:per n:gerund part","female"
"we're almost ready to go to music class though that's gonna be fun",NA,"pro:sub adv adj inf v prep n n conj pro:dem part inf cop n","female"
"would you like pasta with tomato sauce or with like olive oil and olives and cheese",NA,"mod pro:per v n prep n n coord prep co adj n coord n coord n","female"
"I need a naked foot",NA,"pro:sub v det:art adj n","female"
"I think I'm gonna take all the books and put them all in Naima's room",NA,"pro:sub v pro:sub part v adv det:art n coord v pro:obj adv prep adj n","female"
"where's the naked foot",NA,"pro:int det:art adj n","female"
"that's the same as saying I don't know if this fits you but I want to find out",NA,"pro:dem det:art adj adv part pro:sub mod v comp det:dem n pro:per conj pro:sub v inf v adv","female"
"and take them into Naima's room are there more books over here",NA,"coord v pro:obj prep adj n cop adv qn n prep n","female"
"yes we ate at Ying's last night",NA,"co pro:sub v prep adj n n","female"
"let's go to Big Pig's says Ted",NA,"v v prep n:prop adj v n:prop","female"
"we're gonna go to the old house today",NA,"pro:sub part v prep det:art adj n adv:tem","female"
"and is it delicious",NA,"coord cop pro:per adj","female"
"xxx who what's her full name",NA,"pro:int pro:int det:poss adj n","female"
"now looks good on here",NA,"adv cop adj prep n","female"
"there's the pig's room",NA,"pro:exist det:art adj n","female"
"are gonna visit the old house today",NA,"aux part v det:art adj n adv:tem","female"
"well I'm not gonna play that getting the ball game right this minute and here's Naima's tea",NA,"co pro:sub neg part v comp part det:art n n adv det:dem adj coord pro:exist adj n","female"
"delicious you said that when you were a baby",NA,"adj pro:per v comp conj pro:per cop det:art n","female"
"you haven't said delicious in a long time",NA,"pro:per aux part adj prep det:art adj n","female"
"there okay",NA,"adv adj","female"
"you used to say that when you were little",NA,"pro:per v inf v comp conj pro:per cop adj","female"
"it's alright you're alright",NA,"pro:per adj pro:per adj","female"
"it's okay",NA,"pro:per adj","female"
"Grandma's gonna do that oh that's good that's a good idea I like that idea",NA,"adj part v det:dem co pro:dem adj pro:dem det:art adj n pro:sub co det:dem n","female"
"yes it's much better to bump on a pillow would you like to go in the other room and bump your head on a pillow hah it's the telephone",NA,"co pro:per adv adj prep n prep det:art n mod pro:per v inf v prep det:art qn n coord v det:poss n prep det:art n co pro:per det:art n","female"
"what's Naima doing is right",NA,"pro:int n:prop n:gerund cop adj","female"
"eating delicious pasta",NA,"part adj n","female"
"those books up there belong to the library and we hafta return them",NA,"det:dem n prep n v prep det:art n coord pro:sub mod adj pro:obj","female"
"delicious",NA,"adj","female"
"it's a long way up",NA,"pro:per det:art adj adv adv","female"
"just turn the page and you'll see some more toys",NA,"adj v det:art n coord pro:per co qn qn n","female"
"xxx that's okay",NA,"pro:dem adj","female"
"I'm gonna take all the books up into your room okay",NA,"pro:sub part v qn det:art n adv prep det:poss n adj","female"
"ah okay I don't recall who or how but okay",NA,"co adj pro:sub mod v pro:int coord pro:int conj co","female"
"you're a snuggly boo",NA,"pro:per det:art adj n","female"
"mhm okay so it's actually already there it's not the thing you need to bring a new one or they need to bring",NA,"co co adv pro:per adv adv pro:exist pro:per neg det:art n pro:per v inf v det:art adj pro:indef coord pro:sub v inf v","female"
"you ate at Ying's last night with Mommy and Daddy",NA,"pro:per v prep adj n n prep n:prop coord n:prop","female"
"want me to put a raisin on it oh you're drinking your water okay",NA,"v pro:obj inf v det:art n prep pro:per co pro:per part det:poss n adj","female"
"oh you know what let's leave it on for a little while longer",NA,"co pro:per v pro:int v v pro:per adv prep det:art adj n adj","female"
"is that the issue okay",NA,"cop comp det:art n adj","female"
"dyou wanna look through that",NA,"mod pro:per v co adj pro:dem","female"
"maybe we should get you a special backpack that you pick out that you like to wear",NA,"adv pro:sub mod v pro:per det:art adj pro:rel pro:per v adv comp pro:per v inf v","female"
"you're all done now okay",NA,"pro:per adv part adv adj","female"
"okay that's fine",NA,"co pro:dem adj","female"
"a few days later the road is ready",NA,"det:art qn n adv det:art n cop adj","female"
"oh there's a little water there that's okay",NA,"co pro:exist det:art adj n adv pro:dem adj","female"
"who was dressed like Eeyore last time we were there",NA,"pro:rel aux part co n:prop adj n pro:sub cop adv","female"
"you can bring the cards that's fine",NA,"pro:per mod v det:art n pro:rel adj","female"
"that's alright um",NA,"pro:dem adj","female"
"that's good",NA,"pro:dem adj","female"
"you don't want the cookie okay",NA,"pro:per mod v det:art n adj","female"
"another little baby was dressed like Eeyore",NA,"qn adj n aux part co n:prop","female"
"we will hafta find you a naked lizard to put paint on I'm convinced that we will be able to do that",NA,"pro:sub mod mod v pro:per det:art adj n inf v n adv pro:sub part comp pro:sub mod cop adj inf v pro:dem","female"
"Mommy's right here",NA,"adj n adv","female"
"that was a naked",NA,"pro:dem cop det:art adj","female"
"nonsense rhyme there was an old man with a beard who said it is just as I feared",NA,"n n adv cop det:art adj n prep det:art n pro:rel v pro:per cop adv conj pro:sub v","female"
"we saw a naked one",NA,"pro:sub v det:art adj pro:indef","female"
"we put goldenrod on top of goldenrod and made a big pile of it",NA,"pro:sub v prep n prep coord v det:art adj n prep pro:per","female"
"oh there are nuts there also",NA,"co adv cop adj adv adv","female"
"good",NA,"adj","female"
"these are Mommy's books",NA,"pro:dem cop adj n","female"
"great",NA,"adj","female"
"we're gonna bring those into Mommy and Daddy's room",NA,"pro:sub part v det:dem prep n:prop coord adj n","female"
"oh good job",NA,"co adj n","female"
"good",NA,"adj","female"
"Mommy will put your socks on where are your sandals I guess we'll get them in a second",NA,"n:prop mod v det:poss n adv pro:rel cop det:poss n pro:sub v pro:sub v pro:obj prep det:art adj","female"
"receiver lights are red if anyone wearing a receiver is in back of the receiver",NA,"n n cop adj conj pro:indef part det:art n cop prep n prep det:art n","female"
"oh great thanks honey",NA,"co adj v n","female"
"warm and windy",NA,"adj coord adj","female"
"they stick open their mouths otherwise known as their beaks and they say feed me ah",NA,"pro:sub v adj det:poss n adv part prep det:poss n coord pro:sub v v pro:obj co","female"
"and uh is gonna be next week actually so that's gonna be alright",NA,"coord aux part cop adj n adv adv pro:rel part inf cop adj","female"
"ah ah she's alright she's nope nope got to go I'll talk to you later Naima put that down please",NA,"co co pro:sub adj pro:sub co co v inf v pro:sub v prep pro:per adv n:prop v pro:dem prep co","female"
"you know what you didn't have a long enough nap",NA,"pro:per v pro:int pro:per mod v det:art adj adj n","female"
"with people's names especially",NA,"prep adj n adv","female"
"and then the woman said it's a lizard and then she took the naked lizard out from behind the counter and showed it to us",NA,"coord adv:tem det:art n v pro:per det:art n coord adv:tem pro:sub v det:art adj n adv prep prep det:art n coord v pro:per prep pro:obj","female"
"she said naked lizard here's the naked lizard",NA,"pro:sub v adj n pro:exist det:art adj n","female"
"mm dyou like the french toast",NA,"co v pro:per conj det:art adj n","female"
"well I don't know what the pig's name is",NA,"co pro:sub mod v pro:int det:art adj n cop","female"
"she's going to put it in a baby lark a baby lark's mouth",NA,"pro:sub part inf v pro:per prep det:art n n det:art n adj n","female"
"yeah you drank you drank juice with a straw at the hospital in the doctor's lounge",NA,"co pro:per v pro:per v n prep det:art n prep det:art n prep det:art adj n","female"
"yeah like that ah they open their mouths really wide and they stick them up in the air ah",NA,"co prep pro:dem co pro:sub v det:poss n adv adj coord pro:sub v pro:obj adv prep det:art n co","female"
"what is Mommy's name",NA,"pro:int cop adj n","female"
"five fuzzy geese all in a row waddle on the grass do you know how to waddle",NA,"det:num adj n adv prep det:art n v prep det:art n mod pro:per v pro:int inf v","female"
"okay this is later in the day on November fifteenth",NA,"co pro:dem cop adv prep det:art n prep n:prop adj","female"
"the mobile was in the sky near the stairs",NA,"det:art n cop prep det:art n adj det:art n","female"
"you're gonna have fun on Halloween",NA,"pro:per part v adj prep n:prop","female"
"he wanted a different one",NA,"pro:sub v det:art adj pro:indef","female"
"you're breaking the cards I wouldn't do that I don't think that's such a good idea",NA,"pro:per part det:art n pro:sub mod v adv pro:sub mod v comp qn det:art adj n","female"
"library going okay",NA,"n part adj","female"
"on Halloween what is that mean trick or treating do you know",NA,"prep n:prop pro:int cop pro:dem adj n coord part v pro:per v","female"
"remember when we went to Doctor Dainkner's office",NA,"v conj pro:sub v prep n:prop adj n","female"
"okay that's fine let's take off the backpack then",NA,"co pro:dem adj v v prep det:art adv:tem","female"
"that little boy we visited yesterday",NA,"det:dem adj n pro:sub v adv:tem","female"
"the geese are fuzzy their fur is fuzzy their feathers are fuzzy mama goose that's the mommy",NA,"det:art n cop adj det:poss n cop adj det:poss n cop adj n n pro:dem det:art n","female"
"there is a little girl under there",NA,"pro:exist cop det:art adj n prep n","female"
"mama goose honks as she leads the way into the pond its wet to splash and play",NA,"n n n conj pro:sub v det:art n prep det:art n det:poss adj prep n coord n","female"
"same to you bub",NA,"adj prep pro:per n","female"
"I'm all wet cause I didn't put a cover on yer diaper",NA,"pro:sub adv adj conj pro:sub mod v det:art n prep det:poss n","female"
"oh you know what else you said this morning that I thought was interesting",NA,"co pro:per v pro:int post pro:per v det:dem n pro:rel pro:sub v cop adj","female"
"look at Mommy's pants",NA,"v prep adj v","female"
"he wanted a different one",NA,"pro:sub v det:art adj pro:indef","female"
"chicks yeah chicks here's a new one storm music bang the big pan bong bong bong",NA,"n co n pro:exist det:art adj pro:indef n n v det:art adj n n n n","female"
"look Mommy's pants are wet cause of the pee_pee",NA,"v adj n:pt cop adj conj prep det:art n","female"
"people use stethoscopes at the same time",NA,"n v n prep det:art adj n","female"
"make a loud and thunderous song tap the small spoon",NA,"v det:art adj coord adj n n det:art adj n","female"
"just turn the page there will be some toys",NA,"adj v det:art n adv mod cop qn n","female"
"hear the quiet rain drop drip",NA,"v det:art adj n n n","female"
"I'm gonna leave this room now okay",NA,"pro:sub part v det:dem n adv adj","female"
"I'm gonna give you something delicious",NA,"pro:sub part v pro:per pro:indef adj","female"
"we need to get ready to go to the post+office",NA,"pro:sub v inf v adj inf v prep det:art","female"
"it's okay",NA,"pro:per adj","female"
