"gloss","target_child_sex"
"why don't you put the baby in the cradle","female"
"an unmouthed baby","female"
"because the baby bunk was attached to Mommy and Daddy's bed","female"
"cause she's going to have her baby","female"
"now the baby's ready to come out and say hi to its mommy and nurse","female"
"when xxx when xxx baby comes we mail that present to the baby or we'll bring it to him","female"
"it's a baby toy","female"
"it's kind of like saying I love you I remember when you were a baby","female"
"well baby toys are just like a little things they can pull on or push on or look at","female"
"you're my baby because you're my baby from the day you were born","female"
"or you're my baby ever since you were teenie and tiny","female"
"when a mommy or a daddy calls a toddler or a bigger kid a baby even my mother sometimes says you know you're still my baby","female"
"will baby's blue hat fit","female"
"woo baby","female"
"you gonna play baby","female"
"talking with the baby again baby","female"
"baby","female"
"uhoh baby","female"
"so when Mommy or Daddy calls you baby it's just another way of saying hey I love you","female"
"I stubbed the little baby toe on the book rack","female"
"the rags that we use now were my diapers when I was a little baby","female"
"sometimes baby goats drink the milk","female"
"cmon baby","female"
"where are you little baby","female"
"Ferns your gonna miss breakfast with the baba see the baby take","female"
"baby","female"
"and she put the baby","female"
"see the baby","female"
"the baby","female"
"uh no no baby","female"
"no no baby that's sharp you can't have that that's sharp no no","female"
"hm the little baby pig","female"
"and there's the little baby pigs house","female"
"it's a baby Violet","female"
"baby baby baby baby baby","female"
"then we hafta wrap this up for the new baby","female"
"there's gonna be a new baby and the baby's gonna wear the little tiny mittens","female"
"you were a little tiny baby I'm trying to remember when I bought those did we have those at the old house","female"
"and where will they they'll got to a babysitter when we go skiing or Violet will","female"
"the baby","female"
"want me to make the baby","female"
"the baby","female"
"here's the baby","female"
"we'll make a little baby this time","female"
"oh xxx it's a little baby","female"
"that's a baby","female"
"what do we make to go with the baby","female"
"who does the baby need","female"
"who holds the baby","female"
"who holds the baby","female"
"do we need a mama for the baby","female"
"she's gonna hold her baby","female"
"xxx mama hold her baby","female"
"the baby cow","female"
"oh you're gonna show me the baby","female"
"where's the baby","female"
"where's the baby","female"
"no that's the baby","female"
"there's the baby","female"
"should we make a baby giraffe","female"
"let's make a baby giraffe","female"
"xxx the one xxx the baby","female"
"baby and the mama","female"
"and the baby has trees too","female"
"xxx are you a baby dog","female"
"that's a baby huh see the baby baby","female"
"hot baby","female"
"hi baby","female"
"oh there's your baby","female"
"baby","female"
"the pretty baby","female"
"where's the baby","female"
"we gotta find the baby that go with the horsie so we got to find all the matching ones","female"
"see the baby does the horsie have a baby","female"
"where's the baby let's find the baby that goes with the horsie","female"
"uh here comes the horsie baby","female"
"cow and here's the baby calf that goes with the cow right","female"
"here's the baby horse","female"
"there the mama and the baby","female"
"baby","female"
"there here's the baby pig","female"
"put that with the baby pig","female"
"where's the baby pig","female"
"where's the baby pig","female"
"that's the baby horse where's the baby piggy","female"
"that's the mama where's the baby","female"
"right so we put the mama with the baby there","female"
"with the baby there now we only hafta find the goat baby","female"
"we got to find the goat baby","female"
"well I don't know where the baby is here","female"
"where's the baby","female"
"is that the baby","female"
"where's the baby","female"
"where's the baby","female"
"there's a xxx lot of pictures of the baby there's one","female"
"baby","female"
"baby","female"
"baby","female"
"here's another picture of the baby","female"
"come baby","female"
"come baby","female"
"you looking for a baby","female"
"I don't know where's your baby","female"
"who wants to go for a ride the baby","female"
"where's the baby","female"
"should we find your baby","female"
"where's baby's belly+button","female"
"where is baby's belly+button","female"
"where are baby's eyes","female"
"where's the baby's eyes","female"
"where is baby's mouth","female"
"baby's mouth","female"
"where is baby's belly+button","female"
"where are baby's feet","female"
"where are baby's hands","female"
"where is baby","female"
"teetow baby","female"
"the baby hiding","female"
"baby","female"
"and there's the baby's ball and a teddy+bear and a wagon","female"
"hi baby xxx","female"
"here's a baby bed","female"
"here's some baby clothes","female"
"here's this baby","female"
"this one is the baby but where's the","female"
"that's a baby","female"
"what's beneath the tissue paper what does baby see","female"
"which one's the baby","female"
"which one's the baby","female"
"let's see what the baby does","female"
"fling the teddies on the floor has baby found","female"
"look here's the baby lamb and the mom","female"
"mama and baby","female"
"will baby's blue hat fit","female"
"where's the baby horse and the mama horse","female"
"can you get the baby horse and the mama horse","female"
"baby horse","female"
"baby","female"
"baby what","female"
"baby","female"
"there's a baby crying over here","female"
"baby piggy","female"
"baby piggy","female"
"there's a baby crying over here Violet","female"
"a mama and baby","female"
"the baby crying","female"
"baby","female"
"where's the baby","female"
"where's the baby","female"
"can you say baby","female"
"here's the baby's bed","female"
"baby","female"
"here's the baby","female"
"baby","female"
"baby","female"
"where's the baby","female"
"where is the baby","female"
"that's not the same baby though is it","female"
"put the baby in there","female"
"put the baby in the house","female"
"where's the baby's house","female"
"should we put the baby in there","female"
"that's the doggy where's the baby doll","female"
"is that a baby","female"
"that goes to your baby I think","female"
"look at the baby ones","female"
"baby cow mama cow","female"
"here's a pillow for the baby","female"
"here's a pillow for the baby's bed","female"
"baby","female"
"here's the look here's the baby's bed","female"
"oh there's a baby","female"
"baby","female"
"baby","female"
"I know the baby's head came off huh","female"
"baby","female"
"baby","female"
"baby","female"
"and these are the baby chicks","female"
"how many baby chicks are there","female"
"three baby chicks","female"
"and these are called baby chicks","female"
"and these are the baby","female"
"baby chicks","female"
"one baby","female"
"xxx xxx xxx are you my baby","female"
"who else was my baby","female"
"is xxx my other baby","female"
"and you have one baby right here","female"
"is this your baby","female"
"what's your baby's name","female"
"just baby","female"
"what does your baby say","female"
"what does this baby","female"
"what does this baby say","female"
"does the baby say waa waa","female"
"or does the baby say","female"
"does the baby say mama","female"
"is that what the baby said","female"
"is this the baby horsie","female"
"and a baby tiger","female"
"I wanna fix this baby's hat","female"
"let's see the real baby ones","female"
"let's look at the baby ones","female"
"that baby turtle","female"
"for a chubby baby","female"
"look at that chubby baby","female"
"that's a chubby baby huh","female"
"baby rhino oh that's cute","female"
"I like the baby rhino though","female"
"a baby turtle","female"
"and this one's gonna be the baby","female"
"no baby","female"
"no I did the baby see","female"
"baby","female"
"see the baby turtle","female"
"and the baby turtle has to have some food","female"
"that's food for the baby","female"
"that the baby's nuhnuh","female"
"the baby boy","female"
"where is baby","female"
"Stephanie remember Stephanie your babysitter","female"
"where is the baby","female"
"she gonna babysit you today and put you to bed","female"
"where is the baby","female"
"do you remember when we saw the baby bird yesterday","female"
"did we see a baby bird","female"
"did you see that baby bird","female"
"grampa picked up the baby bird and put him back in his nest huh","female"
"oh how xxx that could be the baby kitty+cat","female"
"where is the baby","female"
"and we saw baby giraffe too didn't we","female"
"Po's the baby","female"
"where's my baby","female"
"where's the baby","female"
"you can peek out baby koala","female"
"hi baby koala","female"
"where's the baby","female"
"look at that baby","female"
"xxx the baby","female"
"there's a baby","female"
"I brought the babysitter to school today","female"
"and baby xxx might be there","female"
"yeah we can say hi baby xxx","female"
"hi baby xxx","female"
"hello baby","female"
"I never heard of such a thing a baby who doesn't like to wear clothes","female"
"I'll give you my babysitter's um cellphone number just in case","female"
"you come over here you baby","female"
"well it's one of your chewy things from when you were a little baby","female"
"baby xxx she's a snuggly little baby isn't she","female"
"we'll say hi baby xxx","female"
"oh look at all the different penguins this penguin's feeding its baby","female"
"looks like a big baby huh","female"
"it's a baby","female"
"xxx where's my baby","female"
"where's my baby","female"
"baby birds","female"
"where's my baby","female"
"it always is falling off the baby","female"
"falling off the baby","female"
"oh baby","female"
"Naima is a heavy baby","female"
"that's you you are a heavy baby","female"
"yeah you're my heavy baby","female"
"oh what a day what a day my baby brother ran away","female"
"the baby brother's hiding in there","female"
"Arthur's baby sister","female"
"oh xxx xxx is a little baby at play group you're right xxx is xxx little sister","female"
"xxx baby sister is xxx","female"
"follow baby Alex","female"
"hi baby","female"
"when you were a little baby you did","female"
"well you made the mommy I'm gonna make the baby","female"
"there's the baby","female"
"does it look like a baby","female"
"Peter is a baby porcupine he lives in a forest","female"
"she gonna babysit you today and put you to bed","female"
"when Peng Peng was a baby she was very tiny","female"
"baby kangaroo","female"
"a kangaroo is called a joey when it is a baby","female"
"the baby is the perfect the pouch is the perfect size for her baby","female"
"baby these papers","female"
"that looks like a baby huh","female"
"duckling baby dolphin","female"
"mhm baby otter","female"
"panda baby","female"
"baby penguin","female"
"baby snow is covered with soft white down","female"
"panda baby","female"
"baby penguin","female"
"baby otter","female"
"baby dolphin","female"
"see the new baby","female"
"that's the baby one","female"
"baby turkeys are called poults they hatch from eggs","female"
"a baby horse is called a","female"
"a baby horse is called what","female"
"baby sheep are called","female"
"that's baby goats","female"
"baby goats are called","female"
"baby dogs are called puppies","female"
"baby chickens are called","female"
"and the and the hen I mean the hen and the baby chicks","female"
"now we can do the baby chicks","female"
"here's some baby chicks","female"
"mother holds her tail high out of her baby's reach","female"
"she grows a baby growl","female"
"barber baby","male"
"yeah do you recognize who the baby is","male"
"when you were just a little little baby","male"
"he give a xxx cookie panda baby","female"
"baby robot","female"
"baby clown","female"
"how come everything's a baby","female"
"baby bear","female"
"is that yer baby","male"
"that's yer baby","male"
"can I brush the baby's hair","male"
"baby","male"
"you wanna brush the baby's hair","male"
"dyou want the baby to sit on your lap","male"
"what're you feeding the baby","male"
"baby","male"
"you want mommy to hold William like a baby","male"
"you crawling like a baby","male"
"are you crawling like a baby","male"
"you Mama's baby","male"
"baby","male"
"where's the baby's feet","male"
"hm baby lion","female"
"you gonna put the baby to sleep","male"
"you giving baby hugs","male"
"did you put the baby to sleep on the drum","male"
"that's the baby William","male"
"you knocked the baby on the floor","male"
"oh the baby has a boo_boo now","male"
"baby bop","male"
"you want mommy to take care of the baby","male"
"don't throw the baby okay","male"
"did you talk about baby bop in school","male"
"mommy'll take care of the baby okay","male"
"we'll put the baby","male"
"who's the baby","male"
"we'll let the baby sit right here","male"
"the baby can watch you play","male"
"that's you as a baby William","male"
"Dada's holding William the baby","male"
"here's a baby dogfish","female"
"mm the daddy and the baby","female"
"put the baby in the chair if you'd like","male"
"we're not gonna get on the table but you know what you can put the baby in the chair if you'd like","male"
"and you can dance for the baby","male"
"who's this holding the baby","male"
"and dance for the baby","male"
"d'you wanna dance for the baby","male"
"well I think we're done with the baby","male"
"we're gonna just put the baby over here","male"
"xxx baby","female"
"okay well here's the baby","male"
"you gonna dance for the baby show the baby how to dance","male"
"that's Mommy's friend Jacqueline holding the baby","male"
"yeah it was a baby puppy","female"
"you think it's another baby","male"
"did you like that baby doggy","female"
"the baby","male"
"what's the baby's name","male"
"aw baby","male"
"barber baby bubbles and a bumble+bee","male"
"that's Maggie when she was a baby","male"
"barber baby bubbles and a bumble+bee","male"
"no baby we're not color","male"
"what is he pointing to what is this little baby pointing to","male"
"the baby yes","male"
"what's the baby's name","male"
"oh baby comere","male"
"comere baby","male"
"baby Mommy's right here I'm not goin anywhere","male"
"oh baby","male"
"barber baby bubbles and a bumble bee","male"
"what chair baby","male"
"if he's not playing with the baby xxx baby has no relevance","male"
"oh that's not a very nice way to treat the baby","male"
"heh the baby's getting in the way of your truck playing huh","male"
"are you crawling like a baby","male"
"why don't you put yer baby in there and pull","male"
"pull yer baby around","male"
"how about you pull yer baby around","male"
"baby's sleeping","male"
"what's the baby's name","male"
"he's pushing the baby around now","male"
"dya wanna push this baby around","male"
"xxx put the baby in","male"
"no he's pushing the baby around the baby's on his belly","male"
"he dropped the baby","male"
"and he's gonna run the baby over","male"
"the button on the baby and now the zipper","male"
"oh baby yeah who's the baby","male"
"do you know who the baby is though","male"
"do you know what the baby's name is","male"
"what's the baby's name","male"
"but what's the baby","male"
"most definitely but what's the baby's name","male"
"but who's the baby Uncle Dean is holding","male"
"that's my baby","male"
"who's the baby","male"
"you wanna hold the baby","male"
"is your baby up here","male"
"where's your baby","male"
"I think you're baby might be downstairs","male"
"do you wanna hold a different baby","male"
"yeah you wanna hold that baby","male"
"your baby","male"
"yeah you see the baby baby huh","male"
"uh my beautiful baby","male"
"me and my beautiful baby","male"
"that's not a baby what is that on the floor","male"
"yeah you wanna hold that baby","male"
"yer baby","male"
"yeah you see the baby baby huh","male"
"that's not a baby what is that on the floor","male"
"your baby","male"
"aw my baby c'mere","male"
"no you're not a baby","male"
"oh baby I wish I'd seen it sooner I wish I'd seen that you hit your head not your face","male"
"oh baby does it hurt","male"
"mhm that's right when you xxx a baby","male"
"oh sure come here baby","male"
"I know baby","male"
"what's the matter baby","male"
"what baby","male"
"you want me to hold you and do rock a bye baby","male"
"like a little baby","male"
"rock a bye baby on the tree top","male"
"little xxx baby snore","male"
"you're not a baby anymore but there are no bottles in there","male"
"when you were a baby you drank a bottle","male"
"are are you my are you my baby","male"
"so here's my five dollars","female"
"byebye baby doll","female"
"sand on the beach sand on the doll sand on the book and sand on the ball","female"
"the sand on the beach and the sand on the doll and","female"
"a doll and a big truck","male"
"see if you can find the baby doll in the book","male"
"is that a nice dolly","female"
"its the dollys hat","female"
"a dolly","female"
"look at the dolls hat","female"
"baby doll already","female"
"look at this doll","female"
"where's the dollys ears Aislinn","female"
"does the doll have ears Aislinn","female"
"dolly","female"
"look at this doll","female"
"the dollys gonna drink some tea","female"
"you can feed the dolly from um","female"
"you can put the doll in the truck","female"
"that doll's too big for the truck","female"
"don't you like this doll Aislinn","female"
"that's for the dolly","female"
"the doll's there","female"
"that's for the dolly","female"
"that's for the dolly","female"
"but that's for the dolly","female"
"its a dolly","female"
"that's a nice dolly","female"
"that's a nice dolly","female"
"brush the dollys hair","female"
"brush the dolls hair","female"
"dolly","female"
"this dolly","female"
"do you wanna give something to the dolly","female"
"I know it's very hard to put that dolly's shoes on","female"
"and a baby doll","female"
"dollie","female"
"we'll play with the doll house later","female"
"you know we'd better put the dollie's shoes back on so they don't get lost","female"
"doll see the doll","male"
"you see the doll","male"
"do you wanna play with the dolly now","female"
"where's your Grover doll","male"
"doll","male"
"doll","male"
"can you comb the doll's hair","male"
"can you comb the doll's hair","male"
"it's for a doll","male"
"you're feeding the doll","male"
"what does the dolly have on","male"
"I think the dolly should ride it","male"
"you could give the dolly a ride Patrick","male"
"you can comb the dolly's hair too","male"
"that's a girl doll","male"
"do you see the doll in here","male"
"look at the doll","male"
"how about if you give that doll a bottle","male"
"why don't you brush the doll babys hair","male"
"where's the doll","male"
"you wanna brush the dolls hair","male"
"comb the dolls hair","male"
"can you tell Daddy about the doll that Denise had","female"
"no what was the doll like that Denise had today","female"
"but it was just like a doll that Nanette had at at Mamie Ida's house","female"
"what dolly","female"
"how many dollars","male"
"how many dollars","male"
"one dollar","male"
"okay here's one dollar","male"
"here's a dollar","male"
"is that a dollar","male"
"a hundred dollars","male"
"I don't have a hundred dollars all I have is a nickel","male"
"three hundred dollars","male"
"oh I don't have three hundred dollars","male"
"oh here's a dollar okay now I have a dollar","male"
"again three hundred dollars","male"
"I don't have three hundred dollars","male"
"are you going to give me change for my dollar","male"
"you need to give me change of my dollar please","male"
"if I give you a dollar which button should you push","male"
"do you have dolls like that","male"
"ooh dollar sign","male"
"it was like twelve dollars it was really cheap","male"
"how about doll","male"
"xxx she's such doll","male"
"and I'm going to take my dolls for a ride","male"
"she lined up the Santas and the dolls","male"
"day after day he waited with all the other animals and dolls for somebody to come along and take him home","male"
"what's there there's a giraffe and a doll","male"
"and put him on a shelf in the toy department with all the other animals and dolls","male"
"please little blue engine cried all the dolls and toys won't you pull our train over the mountain","male"
"hooray hooray cried all the dolls and toys","male"
"yeah train and a doll","male"
"and a doll","male"
"he even switched the heads on her dolls","male"
"Honey Bunny's dolls kept their own heads","male"
"she did not want to play dolls","male"
"I think your baby bunny's in your dollhouse","female"
"I think your baby bunny's in your dollhouse","female"
"ooh I see the starfish in your dollhouse honey","female"
"starfish is in your dollhouse","female"
"where's the doll","female"
"there's the doll","female"
"who's in the dollhouse","female"
"where's the daddy doll","female"
"that's a doll","female"
"doll","female"
"bye bye sixty dollars","female"
"yep your Pooh doll is up there","male"
"who's in the dollhouse","female"
"Julie is a doll","female"
"she'll do like any number of little things like if she waves the arms she waves the arms of her dolls or something but she'll like she's sitting over here and I'm across the room let's say she's got her snowman and she's waving his arm","female"
"ooh the scary baby doll","female"
"scary doll","female"
"sweetie can you go get your mommy and your daddy doll xxx","female"
"and what do your dolls have","female"
"what else does the daddy doll have","female"
"girl doll has a head too","female"
"mommy doll","female"
"what else does the mommy doll have","female"
"sweetie let's not eat the girl doll","female"
"yeah the daddy and the girl doll both have shoes on","female"
"xxx the daddy's hugging the girl doll that's so nice","female"
"and the daddy doll's walking xxx","female"
"wow look at your bed in the doll+house honey that's quite a trick","female"
"she lined up the Santas and the dolls","female"
"her favorite doll Floppy","female"
"she has a doll","female"
"that's the Mommy doll","female"
"it's a very youthful looking Mommy doll","female"
"you can put them on your doll+house bed if you want","female"
"oh you wanna bring your dolls in here honey","female"
"hey honey wanna bring her doll+house down that way she'll xxx she can play down here with it","female"
"Lily do you want Daddy to bring your doll+house down","female"
"are those the dolls and the robots","female"
"yes and what about baby Passey we gave her the baby doll right","female"
"and their original prices were all like three hundred five hundred dollars","female"
"and they were all a hundred to two hundred dollars","female"
"they have um Jimmy Chew shoes I mean whatever I'm obviously not going to spend four hundred dollars on a pair of shoes but","female"
"do you want me to hold the daddy doll","female"
"they've got she's got the girl doll yeah subtle differences","female"
"he ripped the head off my dear doll Dinky","female"
"do you like to play with Phoebe's baby dolls","female"
"there's over a hundred and fifty dollars worth here","female"
"over a hundred and fifty dollars worth he gasped","female"
"oh you're going to buy dolls","female"
"oh an Ariel doll","female"
"you're buying a lot of dolls","female"
"where are you going to find those dolls","female"
"look at your dolls","female"
"she lined up the Santas and the dolls","female"
"the elephant has a Babar doll","female"
"it's like a doll's house she said","female"
"girl doll","female"
"is that girl doll","female"
"the girl doll right","female"
"I don't have a dollar but I'll trade you my bionic bunny spy glasses","female"
"Arthur's paying me rent and he owes me a dollar","female"
"but I don't have a dollar said Arthur","female"
"it was so easy we got it at Billy's factory store it's in Fall River it was like I think the whole I think the piece was like one hundred and twenty five dollars maybe","female"
"mechanics use dollies to roll themselves underneath cars","female"
"you like to call the doll Gadiga I know we hafta tell Manuela about this this is Lily's new thing","female"
"would you like your baby doll do you wanna feed her some juice","female"
"sometimes she plays with her dolls and plays calls it Gadiga","female"
"she lined up the Santas and the dolls the sneakers went into Max's closet and the wind up bugs went into the bug box","female"
"there's over a hundred and fifty dollars worth here","female"
"hundred and fifty dollars worth he said giving the man who had said he could take as much as he wanted one of his hardest stares","female"
"oh your dolls hooray","female"
"you showed your dolls to baby Leana","female"
"it's like a doll's house she said","female"
"that dolly is in the other room","female"
"dolly's in the room","female"
"Asha is the dolly with the read hair the dolly that goes in the bus","female"
"that dolly goes in the school+bus","female"
"and you get charged twelve dollars if you don't return them","female"
"rag doll","female"
"rag doll","female"
"dollies","female"
"yeah they used dollies to move the stuff but I was thinking of something else that they used","female"
"I don't know where the dolly dolly dolly book is","female"
"Zoe is a doll in that good_night book","female"
"let's get dolly","female"
"dolly","female"
"soon Michael and dolly were on mother's lap","female"
"and dolly on the other","female"
"where's dolly Naima","female"
"where's dolly","female"
"carefully Michael tucked his blanket around boat and dolly","female"
"Michael and boat and dolly and puppy all cuddled beneath the reindeer blanket on mother's lap","female"
"dolly's under there too","female"
"and dolly fell down","female"
"Michael and baby both snuggled close to mother boat and dolly and puppy were in Michael's arms the reindeer blanket wrapped around them all back and forth back and forth they rocked","female"
"is that the doll's doll you have there","female"
"oh that's Daddy that little doll is Daddy","female"
"that's something to keep the doll warm I think","female"
"now the doll's in the stroller","female"
"wanna put the doll in there","female"
"where's the doll where's the doll","female"
"where's the doll look surprise","female"
"you're carrying that doll like a baby in a baby bundler","female"
"in the pocket put the doll in the pocket","female"
"you had a little doll in the back+pack pocket","female"
"there's the doll","female"
"is she gonna have a picnic with the other dolls","female"
"oh those little dolls don't really know how to sit properly","female"
"the big dolls know how to sit","female"
"where's the green doll","female"
"those dolls match don't they","female"
"oh is that doll still in the back+pack let's check","female"
"she fits with that doll","female"
"Humper Dink gently broke open the bread and inside was huh Flossy's doll","female"
"he is opening the bread and finding a doll inside the bread","female"
"because the doll is in there and the doll is talking","female"
"the doll","female"
"oh the pig opens the bread and gets the doll out","female"
"that's a doll sitting against some books um hm","female"
"Ruby took a dollar from her wallet to pay the bus fair who's she giving the money to","female"
"two dollars please said Candy","female"
"soap cost a dollar the washer cost a dollar and the dryer cost another dollar","female"
"Max finished off a peanut butter and jelly sandwich two coconut cup cakes and a banana shake lunch costs four dollars one two three four","female"
"well Roselinda is telling Ruby that the music box costs a hundred dollars","female"
"but she doesn't have that much she only has a five dollar bill","female"
"they are on sale for four dollars","female"
"she gave Roselinda the five dollar bill for blue bird earrings that looked like that and went to put pick out the wrapping paper","female"
"four dollars for the earrings one dollar","female"
"Roselinda gives Max the change you take care of this dollar young man","female"
"where's she putting that dollar","female"
"Max bought a set for one dollar","female"
"oh no Max said Ruby you've spend our last dollar","female"
"what about the skirt that that doll's wearing","female"
"who gave the doll that name Bibi","female"
"yeah grandma gave you these dolls","female"
"I'm gonna hafta go get another copy of this book just so that she can have a new set of dolls","female"
"mm the Lego dolls good idea","female"
"we can play with those Lego dolls","female"
"what about one of the dolls","female"
"those are sort of those are like dolls","female"
"those are little wooden dolls","female"
"we could bring some doll clothes and you could hang them","female"
"do you wanna try hanging up the dolls clothes with the clothes+pins","female"
"and I'm going to put the clothes+line for the doll clothes right here","female"
"doll clothes","female"
"doll clothes","female"
"find the doll clothes you need to find them before you hang them up","female"
"where are the rest of the doll clothes","female"
"do you wanna get some more doll clothes and hang them up to dry","female"
"meanwhile he's gonna find the doll","female"
"that doll","female"
"once upon a time there was a very beautiful doll house","female"
"it belonged to two dolls named Lucinda and Jane","female"
"oh that doll","female"
"one morning Lucinda and Jane had gone out for a drive in the dolls perambulator","female"
"the dolls' house stood at the other side of the fireplace","female"
"there were tin spoons and lead knives and forks and two dolly chairs all so convenient","female"
"lentil doll and would you like some fresh banana","female"
"what about the doll's stuffed animals","female"
"you're gonna go doll shopping","female"
"if the doll was there she'd be she'd sit like this","female"
"are the dolls going for a stroll","female"
"because when Grandma xxx got you these last year for Christmas she got you two different sets of dolls","female"
"and some of the dolls were the same and had the same clothes even","female"
"hundred dollars","female"
"hm well I don't really have a hundred dollars","female"
"ha ha I can make a hundred dollars","female"
"well hundred dollars is not that I don't have it","female"
"is that hundred dollars seems like too much money to me to spend for something like this","female"
"okay I'll give you two dollars","female"
"the green part yes that's the back that's the part that will go against the back of the daddy doll","female"
"oh they play with a doll","female"
"so you drop them off at the school and they play with the doll there","female"
"should I take a picture of you putting clothes on a doll so we can have it in Naima's night that shows all the things you can do","female"
"that's uh going to be five dollars","female"
"the cups are a dollar each","female"
"seven dollars is what you owe me","female"
"oh it looks like you're buying two cups that are a dollar each","female"
"oh d'you have the Little Bear dolls there","female"
"and you're also buying the Magna_Doodle which is five dollars","female"
"so that's seven dollars that you owe me","female"
"do you have seven dollars","female"
"how about if we turn the doll cradle that's up there on the table upside down","female"
"well why don't you give me a couple of those and we'll pretend it's seven dollars","female"
"unless you'd like me to make you seven dollars","female"
"xxx all the bear paper dolls are in the book","female"
"I could make it the same size as a real dollar bill","female"
"see there's five dollar bills and one dollar bills here","female"
"there's no such thing as a seven dollar bill","female"
"to make seven dollars you hafta take a five dollar bill and two one dollar bills","female"
"oh that's the flap where where you can put some of the little paper dolls","female"
"well the bird is big it's not flat the paper dolls are flat","female"
"and she put him in the stroller and she take him for a ride with the dolly","female"
"on Monday Ruby had a tea+party for her dollies","female"
"did they invite all their stuffed animals and dolls","female"
"oh a doll that's invited","female"
"what's that doll's name I don't remember","female"
"a doll","female"
"doll or dole","female"
"you wanna see the dolly","female"
"let's see the dolly","female"
"say hi dolly","female"
"hi dolly","female"
"hi dolly","female"
"you wanna play with the dolly house","female"
"this doll is perfect for little Sally says Edgar Elf","female"
"he needs his doll","female"
"where's the dolly","female"
"where's the dolly","female"
"there's the doggy where's the doll","female"
"that's the doggy where's the baby doll","female"
"the dolly","female"
"the dollies","female"
"eight dollars","female"
"or you wanna play dolly house","female"
"do I hear a dollar a nickel a penny","female"
"you wanna read some books or you wanna play dolly house","female"
"nine fifty fourteen dollars","female"
"xxx oh blush is what'd I say ten dollars","female"
"how many dollies","female"
"how many dollies let's see point your finger","female"
"three dollies","female"
"fourteen dollars","female"
"the doll","male"
"he needs his doll","female"
"fourteen dollars","female"
"could put yer dolly in there","male"
"you can pull yer dolly around","male"
"you wanna pull yer dolly","male"
"could push or pull yer dolly if you'd like","male"
"they said it was gonna be under four hundred dollars","male"
"what did you dress up as for Halloween","female"
"and she gave her the pretty dress","female"
"and she got the pretty dress and what else did she get on her feet","female"
"I don't have a Cinderella dress for you sweetie","female"
"they actually did have a_lot of toys there at the hair dresser place they had tons of them it was pretty cool","male"
"Cinderella's fairy godmother makes her a beautiful dress for the ball","female"
"can you tell her what your dress looked like","female"
"I think you're gonna be overdressed Aislinn","female"
"dress","male"
"can I have the salad dressing","male"
"salad or salad dressing","male"
"get Willie settled get the babysitter and Willie introduced to each_other get by the dress shop","male"
"and buy a dress","male"
"gotta buy a new dress","male"
"she's all dressed up like a Mommy","female"
"and what is she dressed like","female"
"she's not dressed like a Mommy anymore","female"
"what's she dressed like","female"
"is she dressed like a nurse","female"
"looks like a little girl dressed up taking somebody for a ride in a carriage","male"
"that looks like a little girl dressed up like her mommy","male"
"that's a little boy dressed up like a policeman","male"
"that's Bert dressed like a pirate","male"
"time to get dressed","male"
"but Thomas had dressed up like a dragon so Percy was right","male"
"wearing sunglasses getting dressed","male"
"silly ways I like to dress","male"
"Thomas was dressed up like a dragon","male"
"yup you can dress up do you have something in your eyes sweetie_petey","male"
"an a dresser","male"
"he's dressed up ready to go to the moon","male"
"and he likes dressing up he's wearing funny clothes","male"
"he liked to tie knots in the sleeves of her pretty dresses","male"
"her pretty dresses stayed nice and pretty","male"
"you know how to get undressed","male"
"you're pretty good at getting undressed","male"
"but getting dressed","male"
"pretty soon you'll be big enough and you'll know how to dress yourself","male"
"everyday everywhere babies are dressed","female"
"in diapers and t+shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"and so did Lily when she didn't want to be a dancer or a surgeon or an ambulance driver or a pilot or a hairdresser","female"
"she's wearing a dress","female"
"she has a flower on her dress","female"
"everyday everywhere babies are dressed","female"
"in diapers and t+shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"look I put all your teletubbies right in there and they're all dressed up","male"
"yeah that's how you get dressed","male"
"everyday everywhere babies are dressed in diapers in tee shirts xxx and slippers that baby has some toys on her car seat","female"
"play suits and dresses sweaters and creepers","female"
"five hippos come over dressed","female"
"Olivia gets dressed","female"
"Olivia gets dressed she has to try on everything huh does Olivia wear a backpack","female"
"everyday everywhere babies are dressed","female"
"play suits and dresses sweaters and creepers","female"
"that's Olivia getting dressed","female"
"five hippos come over dressed huh","female"
"everyday everywhere babies are dressed in diapers in tee shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"you look at that and I will address the issue of the dirty ear","female"
"who's wearing a dress","female"
"xxx okay do you want mommy to put that dress on","female"
"oh okay you want Mama to put the dress on okay","female"
"oh she's wearing yellow dress you're right","female"
"I know you're stuck in your dress sweetie","female"
"oh look sweetie a lil dress for the winter","female"
"your dress is on","female"
"she's wearing a dress","female"
"after a nice breakfast it's time to get dressed","female"
"okay you wanna put the green dress on instead","female"
"you want my to put the green dress on instead","female"
"oh_my_goodness her dress is all wet","female"
"did mommy try on dresses yesterday","female"
"oh_my_goodness I don't know if Polly Pockets wants to go in the water in her dress does she","female"
"so I bought so I ordered six dresses from this company just to try them all on","female"
"evening dresses","female"
"I think it's her little dress","female"
"what's on her dress","female"
"yeah dress right","female"
"oh a dress","female"
"a dress","female"
"a dress","female"
"oh you want the dress off","female"
"everyday everywhere babies are dressed","female"
"in diapers and tee shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"oh Lily I hope you don't take your fashion sense from Polly pockets because they are grossly under dressed","female"
