gloss,target_child_name,part_of_speech,target_child_sex
a pocket full of posies,,det:art n adj prep n,female
great,,adj,female
you're clumsy xxx,,pro:per adj,female
great,,adj,female
okay I hafta go get some,,adj pro:sub mod v v qn,female
oh you are funny,,co pro:per cop adj,female
it's hard to tell whether it's a velociraptor or a t+rex,,pro:per adj inf v comp pro:per det:art n coord det:art,female
I think it's a t+rex actually because a velociraptor has a really pointy nose,,pro:sub v pro:per det:art adv conj det:art n v det:art adv adj n,female
xxx I hope so Sweetie we hafta make sure that Gabi is free to go,,pro:sub n co n:prop pro:sub mod v adj comp n:prop cop adj inf v,female
I'd better protect myself with a pillow,,pro:sub adj v pro:refl prep det:art n,female
a pocket full of posies,,det:art n adj prep n,female
is that a triceratops I don't know I hafta look because these don't have three horns they just have one and in that big xxx that xxx,,cop comp det:art n pro:sub mod v pro:sub mod v conj det:dem mod v det:num n pro:sub adv v det:num coord prep det:dem adj comp,female
a pocket full of posies,,det:art n adj prep n,female
they're a little,,pro:sub det:art adj,female
wow great,,co adj,female
that's true actually we need to get a pan,,pro:dem adj adv pro:sub v inf v det:art n,female
this one I'm not sure,,pro:dem pro:indef pro:sub neg adj,female
and a very nice smile,,coord det:art adv adj n,female
it is kinda scary,,pro:per cop adj prep adj,female
mhm we hafta make sure it's facing the right way wait other way has to face like this okay,,co pro:sub mod v adj pro:per part det:art adj adv v qn adv aux prep n prep pro:dem adj,female
great maybe we can use oopsie,,adj adv pro:sub mod v co,female
let's just try and move it up just a tad should go right in the corner there like that okay,,v adv v coord v pro:per adv adv det:art n mod v adv prep det:art n adv prep pro:dem adj,female
should we use one of those I think we might be able to use one of these,,mod pro:sub v det:num prep det:dem pro:sub v pro:sub mod cop adj prep n pro:indef prep pro:dem,female
xxx funny guys with the bumpy heads huh,,adj n prep det:art adj n co,female
one of our mushy pans let's see how xxx,,det:num prep det:poss adj n v co pro:rel,female
we just hafta get it a little bit closer,,pro:sub adv mod v pro:per det:art adj n adj,female
mushy pan you wanna mix your dough up and put it into a mushy pan,,adj n pro:per v v det:poss n adv coord v pro:per prep det:art adj n,female
great,,adj,female
I see that baby's tongue,,pro:sub v det:dem adj n,female
d'you see that baby's tongue,,mod pro:per v det:dem adj n,female
that's terrific,,pro:dem adj,female
perfect great thank you fantastic,,v adj v pro:per adj,female
okay with the blue facing up right in the corner lil bit yeah let me see if I can get that up a little bit,,co prep det:art n part adv n prep det:art n adj n co v pro:obj v conj pro:sub mod v adv prep det:art adj n,female
it does look like a funny little hat doesn't it,,pro:per mod v conj det:art adj adj n mod pro:per,female
you're right it does,,pro:per adj pro:per mod,female
great,,adj,female
fantastic,,adj,female
ha ha ha oh my gosh that would be so silly wouldn't it,,co co co co det:poss co pro:dem mod cop adv adj mod pro:per,female
oh good one good one,,co adj pro:indef adj pro:indef,female
okay good,,co adj,female
polar bear polar bear what do you hear,,adj n adj n pro:int mod pro:per v,female
okay right in the corner great,,co n prep det:art n adj,female
okay I'm just gonna move it just a little bit into the corner,,co pro:sub adv part v pro:per adv det:art adj n prep det:art n,female
yeah they do have sharp teeth yes they do,,co pro:sub mod v adj n co pro:sub v,female
actually we could do something interesting,,adv pro:sub mod v pro:indef adj,female
yes pterodactyls have sharp teeth also,,co n v adj n adv,female
we could either do one big one or do you think it would be fun to do little cup cake apple pies,,pro:sub mod adv v pro:indef adj pro:indef coord v pro:per v pro:per mod cop n inf v adj n n n n,female
oh good yup,,co adj co,female
yes perfect oh that's a good one,,co adj co pro:dem det:art adj pro:indef,female
a lil bit scary,,det:art adj n adj,female
polar bear polar bear what do you hear,,adj n adj n pro:int mod pro:per v,female
would that be great we could do,,mod pro:dem cop adj pro:sub mod v,female
mm I don't know that has a very funny head we're gonna hafta check your book for that one,,co pro:sub mod v comp v det:art adv adj adj pro:sub part inf mod v det:poss n prep det:dem pro:indef,female
wow we could do little individual ones that might be really good,,co pro:sub mod v adj n det:num pro:rel mod cop adv adj,female
great,,adj,female
yeah right oh good that is perfect,,co n co adj pro:rel cop adj,female
we could do them in little pans like this,,pro:sub mod v pro:obj prep adj n prep pro:dem,female
mm that is yeah that guy with the funny head though we havta to look that up,,co pro:dem cop co pro:dem n prep det:art adj n conj pro:sub v prep inf v adv adv,female
that might be very neat what do you think,,pro:rel mod cop adv adj pro:int mod pro:per v,female
oh that is good thank you so much,,co pro:rel cop adj v pro:per adv adv,female
great,,adj,female
which would you rather do look Honey we could do one big one in in this pan or do you wanna do lots_of little ones,,pro:rel mod pro:per adv v v n:prop pro:sub mod v pro:indef adj pro:indef prep prep det:dem n coord v pro:per v v qn adj pro:indef,female
he sure does have a funny head,,pro:sub v mod v det:art adj n,female
great oh yes that is xxx,,adj co co pro:rel cop,female
little ones I think that'd be good too,,adj pro:indef pro:sub v comp cop adj adv,female
let's do little ones,,v v adj pro:indef,female
great,,adj,female
oh great,,co adj,female
terrific,,adj,female
that is so great Honey I'm just gonna straighten it out just a wee bit,,pro:rel cop adv adj n:prop pro:sub adv part v pro:per adv adv det:art n n,female
fantastic we'll put those on here,,adj pro:sub v pro:dem prep n,female
ah so good,,co adv adj,female
polar bear,,adj n,female
so good thank you so much I'm gonna put those back in the drawer til we have more cards,,adv adj v pro:per adv qn pro:sub part part det:dem adj prep det:art n conj pro:sub v adv n,female
mm that's a good book,,co pro:dem det:art adj n,female
just say stegosaurus okay,,adv v n adj,female
are you hungry,,cop pro:per adj,female
great you're all better,,adj pro:per adv adj,female
oh my gosh they're all going in the great valley,,co det:poss co pro:sub post part prep det:art adj n,female
oh you know what they look pretty good to me today,,co pro:per v pro:int pro:sub v adv adj prep pro:obj adv:tem,female
we hafta write little notes to people on our cards,,pro:sub mod v adj n prep n prep det:poss n,female
scary,,adj,female
the little pictures that we sent,,det:art adj n pro:rel pro:sub v,female
ooh let me move this very large knife away from you,,v v pro:obj v pro:dem adv adj n adv prep pro:per,female
wow that looks great,,co adv v adj,female
oh okay,,co adj,female
boy that looks good,,co adv v adj,female
good idea,,adj n,female
yucko,,adj,female
yucko,,adj,female
xxx that is a delicious cherry,,pro:rel cop det:art adj n,female
ah yucky,,co adj,female
yucky,,adj,female
good thanks,,adj co,female
yucky,,adj,female
it's what oh it's Daddy's coat,,pro:per pro:int co pro:per adj n,female
oh my gosh that's one silly looking shoe,,co det:poss co pro:rel det:num adj part n,female
I havta write an article for your school newsletter what would be a fun thing to write about for your school newsletter,,pro:sub v inf v det:art n prep det:poss n n pro:int mod cop det:art adj n inf v adv prep det:poss n n,female
okay Mommy's just gonna get a book I'll be right back,,co n:prop aux adv part v det:art n pro:sub cop adj n,female
great,,adj,female
great,,adj,female
well it is great but what do you think I should write about should I write is there something that you like I could write a little thing about,,co pro:per cop adj conj pro:int mod pro:per v pro:sub mod v prep mod pro:sub v aux adv pro:indef pro:rel pro:per conj pro:sub mod v det:art adj n adv,female
you like silly things a lot,,pro:per v adj n det:art n,female
d'you wanna have a small snack,,mod pro:per v v det:art adj n,female
need a little light,,v det:art adj n,female
oh it's so great,,co pro:per adv adj,female
it's so dark,,pro:per adv adj,female
hey I have a good idea,,co pro:sub v det:art adj n,female
this whole house is so dark,,pro:dem adj n cop adv adj,female
xxx that is perfect,,pro:rel cop adj,female
what's fun about school,,pro:int adj prep n,female
you're not being very talkative,,pro:per neg part adv adj,female
hi miss big girl,,co n adj n,female
miss big girl,,n adj n,female
xxx you're not having jelly beans now silly,,pro:per neg part n n adv adj,female
let's pause for a little while,,v v prep det:art adj n,female
great,,adj,female
what would be a good article about what do you think is fun about school,,pro:int mod cop det:art adj n prep pro:int mod pro:per v aux adj prep n,female
great,,adj,female
it's nice you have your own little snack bar,,pro:per adj pro:per v det:poss adj adj n n,female
great,,adj,female
make sure you chew that,,v adj pro:per v pro:dem,female
great,,adj,female
that's one mushy Silly_Putty t+rex,,pro:dem det:num adj n:prop,female
yes I think you did and it got a little mushed,,co pro:sub v pro:per v coord pro:per v det:art adj part,female
you can see better from back here,,pro:per mod v adv prep adj adv,female
alright that's one skinny t+rex,,co pro:dem det:num adj,female
oh my gosh that's a long bridge,,co det:poss co pro:dem det:art adj n,female
you feel a little warm today,,pro:per v det:art adj v adv:tem,female
can you please swallow all that xxx swallow no don't take it out just swallow,,mod pro:per co v qn pro:dem v qn mod v pro:per adv adj n,female
I know Daisy is so heavy you were carrying her the other day,,pro:sub v n:prop cop adv adj pro:per aux part pro:obj det:art qn n,female
I have a little piece of wheat,,pro:sub v det:art adj n prep n,female
and an even littler piece of Oatio,,coord det:art adv adj n prep n:prop,female
what's wrong with it underneath,,pro:int adj prep pro:per adv,female
is that good,,cop det:dem adj,female
is it good,,aux pro:per adj,female
wow that's great,,co pro:dem adj,female
great,,adj,female
you're right not in that picture,,pro:per adj neg prep det:dem n,female
what does this mean,,pro:int mod det:dem adj,female
the itsy bitsy spider,,det:art adj adj n,female
oh great,,co adj,female
um one of Daddy's friends,,det:num prep adj n,female
delicious,,adj,female
tell me what you mean,,v pro:obj pro:int pro:per adj,female
whadyou mean,,pro:int cop pro:per adj,female
xxx that's a tasty carrot,,pro:dem det:art adj n,female
whadyou mean,,pro:int cop pro:per adj,female
Mommy used a funny um xxx,,n:prop v det:art adj,female
I used a different,,pro:sub v det:art adj,female
what about a special book,,pro:int adv det:art adj n,female
what about a book we haven't read in a long time,,pro:int prep det:art n pro:sub aux v prep det:art adj n,female
I hope I didn't just screw it up,,pro:sub v pro:sub mod adj n pro:per adv,female
okay great,,co adj,female
what a good book,,pro:int det:art adj n,female
great,,adj,female
those are yummy,,pro:dem cop adj,female
oh alright I thought you might wanna sit a little closer maybe,,co co pro:sub v pro:per mod v v det:art adj n adv,female
yummy yummy yummy yummy,,adj adj adj adj,female
and today is may,,coord adv:tem cop adj,female
and that was a problem because Franklin was going to school for the very first time,,coord pro:dem cop det:art n conj n:prop aux part prep n prep det:art adv adj n,female
uhoh Daddy's having an emergency we hafta go take care of him okay,,co n:prop part det:art n pro:sub mod v v n prep pro:obj adj,female
okay that was the briefest of pauses,,co pro:rel cop det:art adj prep n,female
yeah and I'm wearing a big thing on my shirt,,co coord pro:sub part det:art adj n prep det:poss n,female
oh xxx okay,,co adj,female
oh are you kissing the babies in the magazine that's nice,,co aux pro:per part det:art n prep det:art n pro:rel adj,female
that is good cake,,pro:dem cop adj n,female
yummy,,adj,female
it sure sounds delicious to me,,pro:per adj v adj prep pro:obj,female
this is going to be great because you know who likes apple pie,,pro:dem aux part inf cop adj conj pro:per v pro:rel v n n,female
oh look there's a whole family,,co co pro:exist det:art adj n,female
it's my first day of school he told Goldie the fish,,pro:per det:poss adj n prep n pro:sub v n:prop det:art n,female
we're gonna get you in the high chair,,pro:sub part v pro:per prep det:art adj n,female
Franklin packed his new pencil case with a ruler a pencil an eraser and twelve colored pencils that he had sharpened himself,,n:prop v det:poss adj n n prep det:art n det:art n det:art n coord det:num v n pro:rel pro:sub aux part pro:refl,female
look that's Franklin's pink eraser,,v pro:rel adj n n,female
yes that is true I do too,,co pro:dem cop adj pro:sub v adv,female
he has an eraser like yours but yours has a little bee on it,,pro:sub v det:art n co pro:poss conj pro:poss v det:art adj n prep pro:per,female
I like my apple pie with a little ice cream,,pro:sub v det:poss n n prep det:art adj n n,female
really is it very tasty,,adv aux pro:per adv adj,female
great,,adj,female
you are right I do I like vanilla ice cream you're absolutely right,,pro:per cop adj pro:sub v pro:sub co n n n pro:per adv adj,female
gonna put you in that nice special chair of yours,,part v pro:per prep det:dem adj adj n prep pro:poss,female
Franklin's mother looked at the clock,,adj n v prep det:art n,female
even the teacher's not awake she laughed it's too early,,adv det:art n cop neg adj pro:sub part pro:per adv adv,female
you must be very excited said Franklin's father,,pro:per mod cop adv part v adj n,female
it was so early that there was time to make a big breakfast,,pro:per cop adv adj adv adv cop n inf v det:art adj n,female
it's okay,,pro:per adj,female
you'll need a full tummy to work at school said Franklin's father,,pro:per v det:art adj n prep n prep n v adj n,female
Franklin wasn't hungry,,n:prop cop adj,female
I already have a full tummy he said it feels like it's full of jumping frogs,,pro:sub adv v det:art adj n pro:sub v pro:per v co pro:per adj prep part n,female
Franklin's mother gave him a hug,,adj n v pro:obj det:art n,female
I'm gonna put some graham crackers in this bag and I want you to break them up into little pieces okay,,pro:sub part v qn n n prep det:dem n coord pro:sub v pro:per inf v pro:obj adv prep adj n adj,female
I felt that way on my first day of too my first day of school too but the funny feeling went away,,pro:sub n adv n prep det:poss adj n prep adv det:poss adj n prep n post conj det:art adj n:gerund v adv,female
Franklin ate a little bit and double checked his book+bag,,n:prop v det:art adj n coord adv v det:poss,female
it's that kind of an evening,,pro:per adv adj prep det:art n,female
you can just walk all over it or you can bang it with something,,pro:per mod adj n adv prep pro:per coord pro:per mod v pro:per prep pro:indef,female
Franklin's father gave him a hug,,adj n v pro:obj det:art n,female
that's a good question,,pro:dem det:art adj n,female
is that Beaver's mommy,,cop det:dem adj n,female
something wrong with your elbow,,pro:indef adj prep det:poss n,female
here spread your legs a little,,adv v det:poss n det:art adj,female
and make a funny sound,,coord v det:art adj n,female
would you like a little more apple,,mod pro:per conj det:art adj qn n,female
here you could take your little cup and bang it with that,,adv pro:per mod v det:poss adj n coord v pro:per prep pro:dem,female
ah I dunno it looks a little more like an otter to me than a beaver doesn't it,,co pro:sub mod v pro:per v det:art adj adv prep det:art n prep pro:obj prep det:art n mod pro:per,female
good job Honey,,adj n n:prop,female
excellent,,adj,female
that is good,,pro:dem cop adj,female
there were there was a big crowd at the bus+stop,,pro:exist cop adv cop det:art adj n prep det:art,female
Beaver was carrying her favorite book,,n:prop aux part det:poss adj n,female
you want some water in your little cup,,pro:per v qn n prep det:poss adj n,female
ah it's Franklin's friend Snail,,co pro:per adj n n:prop,female
make sure you chew it alright,,v adj pro:per v pro:per co,female
hm you know I don't know if I have the clean sippy cup can you have this little cup,,co pro:per v pro:sub mod v comp pro:sub v det:art adj adj n mod pro:per v det:dem adj n,female
Rabbit pulled out a brand new notebook,,n:prop v prep det:art adj adj n,female
my big sister showed me how to write my numbers he said,,det:poss adj n v pro:obj pro:int inf v det:poss n pro:sub v,female
oh big heavy Naima oof,,co adj adj n:prop co,female
bananas are getting worse for the wear here,,n aux part adj prep det:art v adv,female
what a big girl,,pro:int det:art adj n,female
great,,adj,female
very tricky,,adv adj,female
mm yummy,,co adj,female
let's eat a little banana,,v v det:art adj n,female
very tricky,,adv adj,female
yummy,,adj,female
when the bus arrived Rabbit grabbed his sister's hand and climbed aboard,,conj det:art n part n:prop v det:poss adj n coord v adv,female
what a delicious car,,pro:int det:art adj n,female
let's take a little bit of our dough,,v v det:art adj n prep det:poss n,female
he didn't know if he was ready for school,,pro:sub mod v comp pro:sub cop adj prep n,female
do you think the teacher will yell wondered Rabbit who jumped at loud noises,,mod pro:per v det:art n mod n v n:prop pro:rel v prep adj n,female
that was good stuff,,pro:dem cop adj n,female
the bus ride seemed very very long,,det:art n n cop adv adv adj,female
is it delicious whatever you're eating,,aux pro:per adj pro:int pro:per part,female
it's okay I'll disguise it,,pro:per adj pro:sub v pro:per,female
alright alright alright alright,,co adj adj adj,female
mey what does that mean mey,,chi pro:int mod pro:dem adj chi,female
I dunno maybe he was sitting in a different seat,,pro:sub mod v adv pro:sub aux part prep det:art adj n,female
well is it funny because he didn't tell you,,co aux pro:per adj conj pro:sub mod v pro:per,female
mm that's kinda good,,co pro:rel adj prep adj,female
that's great,,pro:dem adj,female
that makes a good sound,,pro:rel v det:art adj n,female
Mr owl said hello in a gentle voice,,n:prop n v n prep det:art adj n,female
is it good,,aux pro:per adj,female
you sure did,,pro:per adj v,female
c'mere I'll put you in the basket Daddy got dizzy last time remember we're not gonna let Daddy do that anymore,,v adv pro:sub v pro:per prep det:art n n:prop v adj adj n v pro:sub neg part part n:prop v pro:dem adv,female
good point Baby,,adj n n:prop,female
anything else good,,pro:indef post adj,female
a graham cracker is a yummy treat,,det:art n n cop det:art adj n,female
no you're not doing it again because you got dizzy you got dizzy,,co pro:per neg part pro:per adv conj pro:per v adj pro:per v adj,female
mm it's so good,,co pro:per adv adj,female
y'know that this is a shoe you used to wear it when you were a little baby,,pro:per v comp pro:dem cop det:art n pro:per v inf v pro:per conj pro:per cop det:art adj n,female
Daddy's very silly,,n:prop adv adj,female
is it good,,aux pro:per adj,female
well he's a lil nervous on his first day of school,,co pro:sub det:art adj adj prep det:poss adj n prep n,female
I think they were on the floor under the high chair,,pro:sub v pro:sub cop prep det:art n prep det:art adj n,female
Rabbit and Beaver will learn new things at school and so will you,,n:prop coord n:prop mod v adj n prep n coord adv mod pro:per,female
I can see you're a very good artist said Mr xxx Mr owl,,pro:sub mod v pro:per det:art adv adj n v n:prop n:prop n,female
Franklin sat up taller,,n:prop v adv adj,female
no that's alright,,co pro:dem adj,female
it's turquoise,,pro:per adj,female
make sure you chew it all okay,,v adj pro:per v pro:per adv adj,female
is there something special you would like to learn,,cop adv pro:indef adj pro:per mod v inf v,female
finally he asked Mr Owl to help him read his favorite book,,adv pro:sub v n:prop n:prop inf v pro:obj v det:poss adj n,female
howbout a little soy milk with this,,pro:int adv det:art adj n n prep pro:dem,female
it was a wonderful day,,pro:per cop det:art adj n,female
very nice,,adv adj,female
is it good,,aux pro:per adj,female
is it nice,,aux pro:per adj,female
let's make our circles a little bigger,,v v det:poss n det:art adj adj,female
he was so busy,,pro:sub cop adv adj,female
um I was thinking since the weather's nice we could walk with the stroller to the house,,pro:sub aux part conj det:art adj adj pro:sub mod v prep det:art n prep det:art n,female
and uh I mean it'd be great if she fell asleep I mean that would be ideal,,coord pro:sub v pro:per mod cop adj conj pro:sub v adv pro:sub adj adv mod cop n,female
so I was gonna try to start inducing a nap around nine thirtyish,,co pro:sub aux part v inf v part det:art n prep det:num adj,female
they're very noisy,,pro:sub adv adj,female
here's the chicky rattle,,pro:exist det:art adj n,female
and here's a big cup and a little cup,,coord pro:exist det:art adj n coord det:art adj n,female
I'm making it more palatable disguising the banana,,pro:sub part pro:per adv adj part det:art n,female
you wouldn't want me to give it to you with the full banana flavor would you,,pro:per mod v pro:obj inf v pro:per prep pro:per prep det:art adj n n mod pro:per,female
so that she'll sleep through the thing if possible,,co adv pro:sub n prep det:art n conj adj,female
hey big guys open your eyes what do you say it's a brand new,,co adj n v det:poss n pro:int mod pro:per v pro:per det:art adj adj,female
will you have a little bite of this too,,mod pro:per v det:art adj n prep pro:dem adv,female
it's too bad,,pro:per adv adj,female
okey_dokey where's the big ball,,co pro:int det:art adj n,female
where's the big ball,,pro:int det:art adj n,female
where's the big ball,,pro:int det:art adj n,female
here's the little ball,,pro:exist det:art adj n,female
well everything has got the k everything's got the k,,co pro:indef aux part det:art n:let adj v det:art n:let,female
that's right the little ball,,pro:dem adv det:art adj n,female
where's the little ball Nai_Nai,,pro:int det:art adj n n:prop,female
lucky ucky,,adj wplay,female
where's the big ball,,pro:int det:art adj n,female
y'know that's funny,,pro:per v pro:dem adj,female
try a little of this too,,v det:art adj prep pro:dem adv,female
I think she thinks I'm not sure I think she's using slowly for anytime something gets off of something,,pro:sub v pro:sub v pro:sub neg adj pro:sub v pro:sub part adv prep adv:tem pro:indef v adv prep pro:indef,female
that's a rattly thing,,pro:dem det:art adj n,female
oh alright,,co adj,female
I'm not sure,,pro:sub neg adj,female
clothes that's right those are clothes,,n:pt pro:dem adj pro:dem cop n:pt,female
mm how delicious,,co pro:rel adj,female
these are mostly just pictures of,,pro:dem cop adv adj n prep,female
yeah babies except that's a big girl,,co n v pro:dem det:art adj n,female
these are the babies these are the big girls,,pro:dem cop det:art n det:dem cop det:art adj n,female
been sitting here on the floor for two days so it can't be that critical,,aux part adv prep det:art n prep det:num n conj pro:per mod cop adv adj,female
oh come on it's not that bad,,co v adv pro:per neg det:dem adj,female
I'm gonna go get the book okay,,pro:sub part v v det:art n adj,female
I'll be right back,,pro:sub cop adj n,female
mm you're hungry,,co pro:per adj,female
I'm sorry I wasn't paying attention,,pro:sub adj pro:sub aux part n,female
booky you wanna read a book on the chair,,adj pro:per v v det:art n prep det:art n,female
sit on Mommy's lap and read,,v prep adj n coord v,female
Mommy's microphone,,adj n,female
please chew that okay,,co v adv adj,female
black seeds at the,,adj n prep det:art,female
it's xxx xxx xxx today is June twenty June twenty fifth,,pro:per adv:tem cop n:prop det:num n:prop det:num adj,female
that's making a good noise,,pro:rel part det:art adj n,female
I'm gonna give you some rice now okay,,pro:sub part v pro:per qn n adv adj,female
on Thursday I fell asleep in my stroller when I woke up I saw a tiny light where was I,,prep n:prop pro:sub v adv prep det:poss n conj pro:sub v adv pro:sub v det:art adj n pro:rel cop pro:sub,female
pink and white,,adj coord adj,female
Mommy will play with you I just wanna get you some crunchy food,,n:prop mod v prep pro:per pro:sub adv v v pro:per qn adj n,female
woah that looks like good yogurt woah,,co pro:rel v prep adj n co,female
woah it's good yogurt,,co pro:per adj n,female
would you like a crunchy piece of wheat,,mod pro:per conj det:art adj n prep n,female
is it good,,aux pro:per adj,female
shoulda heard that xxx pretty loud if hers is working,,mod v adv adv adj conj pro:poss aux part,female
sheepy,,adj,female
boy that's stale,,n pro:rel adj,female
howbout a little hard+boiled egg on the side,,pro:int adv det:art adj n prep det:art n,female
a test test on July tenth,,det:art n n prep n:prop adj,female
you should be able to hear this very clearly,,pro:per mod cop adj inf v det:dem adv adv,female
on Sunday I fell asleep on my Mommy's lap when I woke up I saw a shiny circle where was I,,prep n:prop pro:sub v adv prep det:poss adj n conj pro:sub v adv pro:sub v det:art adj n pro:rel cop pro:sub,female
safe and warm in Mommy's arms,,adj coord v prep adj n,female
there's no more bean I'm sorry,,pro:exist qn qn n pro:sub adj,female
foggy oh the froggy,,adj co det:art adj,female
mm xxx delicious,,co adj,female
I'm close,,pro:sub adj,female
you've got a nice cup though,,pro:per part det:art adj n adv,female
that baby has a red hat,,det:dem n v det:art adj n,female
Naima where's the little ball,,n:prop pro:int det:art adj n,female
where's the little ball,,pro:int det:art adj n,female
oh you wanna sit in the chair okay,,co pro:per v v prep det:art n adj,female
the little ball,,det:art adj n,female
that's good,,pro:dem adj,female
there's a little ball,,pro:exist det:art adj n,female
was that fun,,cop pro:dem adj,female
yeah that's a little ball,,co pro:dem det:art adj n,female
and here's the big ball,,coord pro:exist det:art adj n,female
kissy the cat,,adj det:art n,female
and I'm close to the camera now so I'm gonna walk outside and if you can hear me then,,coord pro:sub adj prep det:art n adv conj pro:sub part v adv coord conj pro:per mod v pro:obj adv:tem,female
Naima you ready to run around,,n:prop pro:per adj inf v adv,female
a whole lot ofem,,det:art adj n prep pro:obj,female
meow meow meow d'you remember xxx cat's name,,v v v v pro:per v adj n,female
a whole lot of them,,det:art adj n prep pro:obj,female
sweet pea,,adj n,female
I have a blue lego,,pro:sub v det:art adj n,female
blue lego,,adj n,female
I have a blue lego,,pro:sub v det:art adj n,female
on the receiver from the last session you just heard was that on the receiver,,prep det:art n prep det:art adj n pro:per adv v cop pro:dem prep det:art n,female
xxx cat's name is Fifi except that's just his nickname his real name is Angus,,adj n cop n:prop conj pro:dem adv det:poss det:poss adj n cop n:prop,female
I want a yellow lego are there any yellow ones,,pro:sub v det:art n n cop adv qn adj pro:indef,female
that was xxx cat's name,,pro:dem cop adj n,female
blue one blue blue one,,adj pro:indef adj n pro:indef,female
and the other transmitter is still also off so,,coord det:art qn n cop adj adv adv adv,female
you shouldn't be able to hear me,,pro:per mod cop adj inf v pro:obj,female
you have a big one there,,pro:per v det:art adj pro:indef adv,female
big lego right there,,adj n adv adv,female
good job,,adj n,female
baby's rice,,adj n,female
I'm just making things worse here,,pro:sub adv part n adj adv,female
mm delicious,,co adj,female
you putting your foot on the clown's hat,,pro:per part det:poss n prep det:art adj n,female
are you hungry now,,cop pro:per adj adv,female
and you definitely should not be able to hear this if there's a problem,,coord pro:per adv mod neg cop adj inf v det:dem comp pro:exist det:art n,female
now this should be fine cause I just tested it,,adv pro:dem mod cop adj conj pro:sub adv v pro:per,female
xxx this is the one that I thought was not working because it had a new battery,,pro:dem cop det:art pro:indef pro:rel pro:sub v cop neg part conj pro:per v det:art adj n,female
poor little clown,,adj adj n,female
but I did just change the battery so it has a second new battery which may have been the problem,,conj pro:sub v adj n det:art n co pro:per aux det:art adj adj n pro:rel mod aux cop det:art n,female
nice horsie,,adj n,female
there's a bell on that clown's hat,,pro:exist det:art n prep det:dem adj n,female
let's move the camera back a little bit,,v v det:art n adv det:art adj n,female
that's a good book,,pro:dem det:art adj n,female
some food some cereal some crunchy things,,qn n qn n qn adj n,female
mm it's a fresh pack,,co pro:per det:art adj n,female
crunchy,,adj,female
play with the blocks oh good yes let's play with the blocks,,n prep det:art n co adj co v v prep det:art n,female
if I jiggle the camera a little,,conj pro:sub v det:art n det:art adj,female
blue hat green hat,,adj n n n,female
blue hat green hat,,adj n n n,female
make sure you chew it,,v adj pro:per v pro:per,female
red hat oops,,adj n co,female
red shirt blue shirt yellow shirt,,adj n adj n n n,female
which is bizarre in and of itself,,pro:rel cop adj adv coord prep pro:refl,female
remember when we said good bye to Daddy just now,,v conj pro:sub v adj co prep n:prop adv adv,female
it may be a separate problem,,pro:per mod cop det:art adj n,female
and we saw a big truckie go by,,coord pro:sub v det:art adj n v adv,female
shall we shake him he makes a little noise,,mod pro:sub v pro:obj pro:sub v det:art adj n,female
you've had enough biscuit,,pro:per part adj n,female
let's have a little more,,v v det:art adj pro:indef,female
it was a big garbage truck,,pro:per cop det:art adj n n,female
blue coat oops see that's a jacket,,adj n co co pro:dem det:art n,female
at the same volume right now then,,prep det:art adj n adv adv adv:tem,female
big garbage truck and the driver waved at us,,adj n n coord det:art n v prep pro:obj,female
blue coat oops,,adj n co,female
he was so busy having fun he almost forgot to get off at his stop,,pro:sub cop adv adj part n pro:sub adv v inf v adv prep det:poss n,female
right after Daddy's car a big truck,,adv prep adj n det:art adj n,female
Franklin looked puzzled it had been such a good day he'd forgot all about his jumpy tummy,,n:prop cop part pro:per aux aux qn det:art adj n pro:sub v adv adv det:poss adj n,female
and I'm walking into the other room speaking at the same tone of voice,,coord pro:sub part prep det:art qn n part prep det:art adj n prep n,female
my tummy's empty he said,,det:poss n cop adj pro:sub v,female
and you shouldn't be able you should be able to,,coord pro:per mod cop adj pro:per mod cop adj inf,female
sounds like I'm getting louder and louder now then the hypothesis is correct,,n prep pro:sub part adj coord adj adv adv:tem det:art n cop adj,female
I made this for you said Franklin's mother and gave him his favorite snack fly pie,,pro:sub v pro:dem prep pro:per v adj n coord v pro:obj det:poss n n n n,female
and I made this for you said Franklin and gave his parents two pictures and two big hugs,,coord pro:sub v pro:dem prep pro:per v n:prop coord v det:poss n det:num n coord det:num adj n,female
we have other things that make nice noises I believe,,pro:sub v qn n pro:rel v adj n pro:sub v,female
let's have something delicious now,,v v pro:indef adj adv,female
baddy,,adj,female
let me adjust this a little here,,v pro:obj v det:dem det:art adj adv,female
mum mum mum mum mum,,adj n n n n,female
the pink thing,,det:art adj n,female
ladybug's going fast and faster and faster and oh,,aux part n coord adj coord adj coord co,female
it's alright,,pro:per adj,female
you want some water okay,,pro:per v qn n adj,female
red shirt blue shirt yellow shirt oops,,adj n adj n n n co,female
yeah it's okay,,co pro:per adj,female
your belly's okay,,det:poss n cop adj,female
it's alright,,pro:per adj,female
thirsty okay,,adj adj,female
great,,adj,female
yummy yummy,,adj adj,female
let's make sure you're on f one,,v v adj pro:per adv n:let pro:indef,female
mm this is gonna be good,,co pro:dem aux part cop adj,female
well that one's better because sometimes the big ones can get in the way,,co det:dem pro:indef cop adj conj adv det:art adj pro:indef mod v prep det:art n,female
that's okay I've got the mouse squeak squeak oh kissing the mouse,,pro:dem adj pro:sub part det:art n n n co part det:art n,female
I know it's touching your belly I'm sorry,,pro:sub v pro:per part det:poss n pro:sub adj,female
blue coat oops,,adj n co,female
